T (K);H (kJ/kmol)
292,3;-76047,52795
292,35;-76045,30895
292,4;-76043,08994
292,45;-76040,87094
292,5;-76038,65194
292,55;-76036,39106
292,6;-76034,17206
292,65;-76031,95306
292,7;-76029,73405
292,75;-76027,51505
292,8;-76025,25418
292,85;-76023,03517
292,9;-76020,81617
292,95;-76018,59716
293;-76016,37816
293,05;-76014,15916
293,1;-76011,89828
293,15;-76009,67928
293,2;-76007,46028
293,25;-76005,24127
293,3;-76003,02227
293,35;-76000,80326
293,4;-75998,58426
293,45;-75996,32339
293,5;-75994,10438
293,55;-75991,88538
293,6;-75989,66638
293,65;-75987,44737
293,7;-75985,22837
293,75;-75983,00936
293,8;-75980,79036
293,85;-75978,57136
293,9;-75976,35235
293,95;-75974,09148
294;-75971,87248
294,05;-75969,65347
294,1;-75967,43447
294,15;-75965,21546
294,2;-75962,99646
294,25;-75960,77746
294,3;-75958,55845
294,35;-75956,33945
294,4;-75954,12044
294,45;-75951,90144
294,5;-75949,68244
294,55;-75947,46343
294,6;-75945,24443
294,65;-75943,02542
294,7;-75940,80642
294,75;-75938,58742
294,8;-75936,36841
294,85;-75934,14941
294,9;-75931,9304
294,95;-75929,7114
295;-75927,4924
295,05;-75925,27339
295,1;-75923,05439
295,15;-75920,83538
295,2;-75918,61638
295,25;-75916,39738
295,3;-75914,17837
295,35;-75911,95937
295,4;-75909,74036
295,45;-75907,52136
295,5;-75905,30236
295,55;-75903,08335
295,6;-75900,86435
295,65;-75898,64534
295,7;-75896,42634
295,75;-75894,20734
295,8;-75892,0302
295,85;-75889,8112
295,9;-75887,59219
295,95;-75885,37319
296;-75883,15418
296,05;-75880,93518
296,1;-75878,71618
296,15;-75876,49717
296,2;-75874,27817
296,25;-75872,05916
296,3;-75869,88203
296,35;-75867,66302
296,4;-75865,44402
296,45;-75863,22502
296,5;-75861,00601
296,55;-75858,78701
296,6;-75856,568
296,65;-75854,349
296,7;-75852,17186
296,75;-75849,95286
296,8;-75847,73386
296,85;-75845,51485
296,9;-75843,29585
296,95;-75841,07684
297;-75838,89971
297,05;-75836,6807
297,1;-75834,4617
297,15;-75832,2427
297,2;-75830,02369
297,25;-75827,84656
297,3;-75825,62755
297,35;-75823,40855
297,4;-75821,18954
297,45;-75818,97054
297,5;-75816,7934
297,55;-75814,5744
297,6;-75812,3554
297,65;-75810,13639
297,7;-75807,95926
297,75;-75805,74025
297,8;-75803,52125
297,85;-75801,30224
297,9;-75799,08324
297,95;-75796,9061
298;-75794,6871
298,05;-75792,4681
298,1;-75790,24909
298,15;-75788,07196
298,2;-75785,85295
298,25;-75783,63395
298,3;-75781,45681
298,35;-75779,23781
298,4;-75777,0188
298,45;-75774,7998
298,5;-75772,62266
298,55;-75770,40366
298,6;-75768,18466
298,65;-75766,00752
298,7;-75763,78852
298,75;-75761,56951
298,8;-75759,39238
298,85;-75757,17337
298,9;-75754,95437
298,95;-75752,73536
299;-75750,55823
299,05;-75748,33922
299,1;-75746,12022
299,15;-75743,94308
299,2;-75741,72408
299,25;-75739,54694
299,3;-75737,32794
299,35;-75735,10894
299,4;-75732,9318
299,45;-75730,7128
299,5;-75728,49379
299,55;-75726,31666
299,6;-75724,09765
299,65;-75721,87865
299,7;-75719,70151
299,75;-75717,48251
299,8;-75715,30537
299,85;-75713,08637
299,9;-75710,86736
299,95;-75708,7
300;-75706,5
